Gene	Length in bp	Product	streptococcus_00338	streptococcus_00492	streptococcus_00647	streptococcus_00687	streptococcus_00848	streptococcus_01459	streptococcus_01579	streptococcus_01671	streptococcus_01846	streptococcus_01957	streptococcus_02138	streptococcus_02303	streptococcus_02547	streptococcus_02589	streptococcus_02810	streptococcus_02913	streptococcus_03320	streptococcus_03323	streptococcus_03583	streptococcus_03736	streptococcus_05066	streptococcus_05266	streptococcus_05891	streptococcus_06027	streptococcus_06044	streptococcus_06406	streptococcus_06619	streptococcus_07100	streptococcus_07362	streptococcus_07418	streptococcus_07471	streptococcus_07513	streptococcus_07634	streptococcus_07803	streptococcus_07892	streptococcus_08153	streptococcus_08188	streptococcus_08517	streptococcus_08552	streptococcus_09064	streptococcus_09441	streptococcus_09488	streptococcus_10028	streptococcus_10038	streptococcus_10413	streptococcus_10801	streptococcus_11097	streptococcus_11764	streptococcus_11901
N/A	585-630	hypothetical protein	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1
yxdL,yxdL_1,yxdL_2,yxdL_3	732-741	ABC transporter ATP-binding protein YxdL	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0
N/A	231-267	hypothetical protein	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0
btuD_7,cydD,lagD_1,msbA,msbA_1,msbA_2,msbA_3	582-1719	ATP-binding/permease protein CydD,Lactococcin-G-processing and transport ATP-binding protein LagD,Lipid A export ATP-binding/permease protein MsbA,Vitamin B12 import ATP-binding protein BtuD,hypothetical protein	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	1
N/A	1152-1158	hypothetical protein	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0
N/A	192-192	hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0
N/A	771-777	hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0
N/A	414-867	Formylglycine-generating enzyme	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0
N/A	279-330	hypothetical protein	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
N/A	162-165	hypothetical protein	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0
N/A	276-1689	hypothetical protein	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	1	1	1	1	0
secY,secY_1,secY_2	1206-1311	Protein translocase subunit SecY	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1
N/A	237-237	hypothetical protein	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0
N/A	114-114	hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0
N/A	171-231	hypothetical protein	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0
N/A	198-294	hypothetical protein	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0
N/A	1062-1068	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0
N/A	702-3084	hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1
N/A	198-738	hypothetical protein	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0
lafA	165-255	Bacteriocin lactacin-F subunit LafA,hypothetical protein	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0
N/A	315-327	hypothetical protein	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0
ettA_1,ybiT_1,ybiT_2,ybiT_3	1620-1902	Energy-dependent translational throttle protein EttA,putative ABC transporter ATP-binding protein YbiT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mtlF	438-438	Mannitol-specific phosphotransferase enzyme IIA component	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1
mtlR	1950-1971	Transcriptional regulator MtlR,hypothetical protein	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1
mtlD	1137-1149	Mannitol-1-phosphate 5-dehydrogenase	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1
guaB,guaC	987-1482	GMP reductase,Inosine-5'-monophosphate dehydrogenase	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mfd,recG	2016-3510	ATP-dependent DNA helicase RecG,Transcription-repair-coupling factor	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbbY,gph_1,gph_2,gph_4,vldH	618-702	Phosphoglycolate phosphatase,Phosphorylated carbohydrates phosphatase,Protein CbbY,Validoxylamine A 7'-phosphate phosphatase	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1
treA,treA_2	564-1632	Trehalose-6-phosphate hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
pepX,pepX_1	648-2292	Xaa-Pro dipeptidyl-peptidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lysS,lysS_1	471-1491	Lysine--tRNA ligase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	306-519	hypothetical protein	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0
N/A	90-2589	hypothetical protein	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0
gtfC_2,lytB,lytB_1,lytB_2	1512-2109	Glucosyltransferase-SI,Putative endo-beta-N-acetylglucosaminidase	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0
N/A	249-288	hypothetical protein	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0
pepE	258-588	Peptidase E,hypothetical protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0
N/A	198-207	hypothetical protein	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	0
N/A	183-252	hypothetical protein	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0
N/A	114-183	hypothetical protein	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1	1	0
N/A	216-216	hypothetical protein	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0
mta	408-750	HTH-type transcriptional activator mta,hypothetical protein	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0
N/A	216-1254	IS110 family transposase ISSpn10,IS110 family transposase ISSsu7,hypothetical protein	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
N/A	603-2385	hypothetical protein	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
pepC	156-1335	Aminopeptidase C,hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nrdD,nrdD_1,nrdD_2	720-2208	Anaerobic ribonucleoside-triphosphate reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
eno,eno_1,eno_2	237-1308	Enolase,hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gtfA,gtfA_1,gtfA_2,gtfA_3	612-1524	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	1
N/A	210-879	hypothetical protein	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0
ecfT_1,ecfT_2,ecfT_3	477-720	Energy-coupling factor transporter transmembrane protein EcfT,hypothetical protein	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1
N/A	507-522	hypothetical protein	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1
N/A	315-318	hypothetical protein	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1
N/A	663-1353	hypothetical protein	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0
N/A	1317-1320	hypothetical protein	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0
N/A	171-237	hypothetical protein	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0
N/A	138-252	hypothetical protein	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0
menH	108-627	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase,hypothetical protein	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0	1	0
pnp,pnp_2	363-2229	Polyribonucleotide nucleotidyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	204-615	hypothetical protein	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
N/A	414-438	hypothetical protein	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0
N/A	117-453	hypothetical protein	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0
N/A	141-201	hypothetical protein	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0
N/A	255-2115	hypothetical protein	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0
N/A	393-1530	hypothetical protein	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
drdA,fucA	639-729	5-deoxy-D-ribulose 1-phosphate aldolase,L-fuculose phosphate aldolase	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
N/A	384-420	hypothetical protein	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0
N/A	201-375	hypothetical protein	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0
N/A	183-366	hypothetical protein	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0
N/A	189-279	hypothetical protein	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0
N/A	147-243	hypothetical protein	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0
N/A	186-279	hypothetical protein	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0
N/A	501-1122	hypothetical protein	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ptsG_2,treB	234-1968	PTS system glucose-specific EIICBA component,PTS system trehalose-specific EIIBC component,hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0
N/A	540-1632	putative RNA methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
N/A	153-156	hypothetical protein	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0
nanB,nanB_1,nanB_2	762-2094	Sialidase B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0
dnaG_1,dnaG_2	405-4641	DNA primase,hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1
N/A	594-7272	hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1
N/A	747-855	hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1
N/A	354-405	hypothetical protein	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0
N/A	195-204	hypothetical protein	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0
gtf3,wbbI	1005-1041	Beta-1,6-galactofuranosyltransferase WbbI,Glucosyltransferase 3	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0
cutC_1,cutC_2,pflB,pflD	2313-2445	Choline trimethylamine-lyase,Formate acetyltransferase,Trans-4-hydroxy-L-proline dehydratase	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N/A	321-441	hypothetical protein	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
yoeB	255-258	Toxin YoeB	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0
N/A	240-246	Sugar transporter SemiSWEET	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0
N/A	210-339	hypothetical protein	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0
N/A	438-1533	hypothetical protein	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0
N/A	543-681	hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1
N/A	699-753	hypothetical protein	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0
ldhD,pdxB	957-1203	D-lactate dehydrogenase,Erythronate-4-phosphate dehydrogenase,Formate dehydrogenase, mitochondrial,Putative 2-hydroxyacid dehydrogenase	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1
gtfB,gtfB_1,gtfB_2,gtfB_3	1227-1338	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1
phoU_1,phoU_2,phoU_3	144-642	Phosphate-specific transport system accessory protein PhoU,hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0
N/A	210-300	hypothetical protein	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1
N/A	927-3264	hypothetical protein	1	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1
N/A	357-357	hypothetical protein	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0
N/A	171-171	hypothetical protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0
pfbA,pfbA_1,pfbA_2	237-2157	Plasmin and fibronectin-binding protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0
scpA_1,scpA_2	483-6549	C5a peptidase,hypothetical protein	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
pac,pas,pas_1,pas_2,ssp5	162-4944	Agglutinin receptor,Major cell-surface adhesin PAc,hypothetical protein,putative cell-surface antigen I/II	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1
N/A	1026-2430	hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1
N/A	756-756	hypothetical protein	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0
Int-Tn,xerC_1,xerC_10,xerC_2,xerC_3,xerC_4,xerC_5,xerC_6,xerC_7	792-1218	Transposase from transposon Tn916,Tyrosine recombinase XerC,hypothetical protein	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1
mtgA	123-2466	Biosynthetic peptidoglycan transglycosylase,hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0
N/A	291-480	hypothetical protein	1	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0
asp3	441-1002	Accessory Sec system protein Asp3,hypothetical protein	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1
asp2	1449-1701	Accessory Sec system protein Asp2	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1
