Pan-genome	Appearance (in %)	Gene	Length in bp	Product	streptococcus_00338	streptococcus_00492	streptococcus_00647	streptococcus_00687	streptococcus_00848	streptococcus_01459	streptococcus_01579	streptococcus_01671	streptococcus_01846	streptococcus_01957	streptococcus_02138	streptococcus_02303	streptococcus_02547	streptococcus_02589	streptococcus_02810	streptococcus_02913	streptococcus_03320	streptococcus_03323	streptococcus_03583	streptococcus_03736	streptococcus_05066	streptococcus_05266	streptococcus_05891	streptococcus_06027	streptococcus_06044	streptococcus_06406	streptococcus_06619	streptococcus_07100	streptococcus_07362	streptococcus_07418	streptococcus_07471	streptococcus_07513	streptococcus_07634	streptococcus_07803	streptococcus_07892	streptococcus_08153	streptococcus_08188	streptococcus_08517	streptococcus_08552	streptococcus_09064	streptococcus_09441	streptococcus_09488	streptococcus_10028	streptococcus_10038	streptococcus_10413	streptococcus_10801	streptococcus_11097	streptococcus_11764	streptococcus_11901
Shell	25.49		219-1941	hypothetical protein	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
Shell	25.49		384-384	hypothetical protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
Shell	25.49		315-315	hypothetical protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
Shell	25.49	mta,mta_1,mta_2,tipA	192-738	HTH-type transcriptional activator TipA,HTH-type transcriptional activator mta,hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1
Shell	25.49	cspC,cspC_1,cspC_2,cspC_3,cspLA	204-210	Cold shock protein CspC,Cold shock-like protein CspLA	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	25.49		165-165	hypothetical protein	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0
Shell	25.49	aspB,dapX	1167-1194	Asparagine--oxo-acid transaminase,putative N-acetyl-LL-diaminopimelate aminotransferase	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shell	25.49	fadA,paaJ,thlA,thlA_1,thlA_2	126-1251	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase,Acetyl-CoA acetyltransferase,Putative acyltransferase,hypothetical protein,putative acetyl-CoA acyltransferase	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Shell	25.49		216-1254	IS110 family transposase ISSpn10,IS110 family transposase ISSsu7,hypothetical protein	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shell	25.49		138-231	hypothetical protein	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
Shell	25.49	bcrR	282-594	HTH-type transcriptional activator BcrR,hypothetical protein	0	1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1
Shell	25.49	namA	765-2907	NADPH dehydrogenase,putative oxidoreductase	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Shell	25.49	ackA	1188-1200	Acetate kinase	0	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1
Shell	25.49		819-879	hypothetical protein	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Shell	25.49	arsC,arsC_1,arsC_2	357-441	Arsenate reductase	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	25.49	uxuA	1047-1101	Mannonate dehydratase	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53		483-483	hypothetical protein	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Shell	23.53		885-1137	hypothetical protein	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Shell	23.53		492-492	hypothetical protein	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Shell	23.53		195-297	hypothetical protein	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Shell	23.53		543-2811	hypothetical protein	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0
Shell	23.53	elaA	90-453	Protein ElaA,hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53		711-717	hypothetical protein	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Shell	23.53	tagG	150-810	Teichoic acid translocation permease protein TagG,hypothetical protein	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53		294-300	hypothetical protein	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Shell	23.53		159-159	hypothetical protein	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Shell	23.53		1410-1440	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0
Shell	23.53		195-195	hypothetical protein	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Shell	23.53		321-321	hypothetical protein	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Shell	23.53	efeN,efeN_1,efeN_2	237-1005	hypothetical protein,putative deferrochelatase/peroxidase EfeN	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0
Shell	23.53		615-711	hypothetical protein	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0
Shell	23.53		186-384	hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53		471-480	hypothetical protein	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0
Shell	23.53		168-174	hypothetical protein	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
Shell	23.53		813-822	hypothetical protein	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0
Shell	23.53		618-618	hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53		186-285	hypothetical protein	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
Shell	23.53		2652-2691	hypothetical protein	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Shell	23.53		615-660	hypothetical protein	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Shell	23.53		324-324	hypothetical protein	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
Shell	23.53	pepA_1,pepA_2	1035-1038	Glutamyl aminopeptidase	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0
Shell	23.53		111-111	hypothetical protein	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
Shell	23.53		132-537	hypothetical protein	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
Shell	23.53	lipL	750-837	Octanoyl-[GcvH]:protein N-octanoyltransferase,hypothetical protein	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53		159-738	hypothetical protein	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0
Shell	23.53		90-90	hypothetical protein	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Shell	23.53		156-438	Aminoglycoside N(6')-acetyltransferase type 1,hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0
Shell	23.53		1857-2193	hypothetical protein	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
Shell	23.53	rpmG3	153-153	50S ribosomal protein L33 3	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53	gph_1,gph_2,gph_3,gph_4,yfnB_2,yjjG	696-903	Phosphoglycolate phosphatase,Putative HAD-hydrolase YfnB,Pyrimidine 5'-nucleotidase YjjG	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53		945-6219	hypothetical protein	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1
Shell	23.53		429-477	hypothetical protein	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
Shell	23.53	gshAB	2232-2262	Glutathione biosynthesis bifunctional protein GshAB	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53	hxlR,hxlR_1,hxlR_2,ytcD,ytcD_1,ytcD_2,yybR	240-348	HTH-type transcriptional activator HxlR,putative HTH-type transcriptional regulator YtcD,putative HTH-type transcriptional regulator YybR	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53		339-474	hypothetical protein	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1
Shell	23.53		123-444	hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53	ydfK	123-723	hypothetical protein,putative membrane protein YdfK	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53	dhaS	525-582	HTH-type dhaKLM operon transcriptional activator DhaS,hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53		93-237	Single-stranded DNA-binding protein,hypothetical protein	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
Shell	23.53	ftsK	504-2451	DNA translocase FtsK,hypothetical protein	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Shell	23.53	dhaL	576-1668	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL,putative protein	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53	nag3,nag3_1,nag3_2,nagZ	1146-1791	Beta-N-acetylglucosaminidase/beta-glucosidase,Beta-hexosaminidase	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	23.53		234-297	hypothetical protein	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Shell	23.53		231-717	hypothetical protein	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Shell	23.53		240-366	hypothetical protein	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1
Shell	23.53	sarA_3	174-1959	Oligopeptide-binding protein SarA,hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0
Shell	21.57		117-237	hypothetical protein	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
Shell	21.57		375-405	hypothetical protein	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57		480-483	hypothetical protein	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Shell	21.57		1212-2475	hypothetical protein	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57		1344-1452	hypothetical protein	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Shell	21.57		267-330	hypothetical protein	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Shell	21.57		366-372	hypothetical protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
Shell	21.57	proX	249-489	Prolyl-tRNA editing protein ProX,hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Shell	21.57		207-1533	hypothetical protein	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57		375-1008	hypothetical protein	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Shell	21.57		705-705	CTP:phosphoglutamine cytidylyltransferase	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
Shell	21.57		1881-4518	hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57		114-123	hypothetical protein	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Shell	21.57		246-342	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
Shell	21.57		747-795	hypothetical protein	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Shell	21.57		204-213	hypothetical protein	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
Shell	21.57	dhaQ	987-990	DhaKLM operon coactivator DhaQ	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57		843-843	hypothetical protein	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Shell	21.57		162-162	hypothetical protein	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Shell	21.57		1035-1068	hypothetical protein	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
Shell	21.57	ypjQ	489-510	putative protein YpjQ	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
Shell	21.57	aphA,neo	777-795	Aminoglycoside 3'-phosphotransferase,hypothetical protein	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0
Shell	21.57	secA_1,secA_2	1929-2388	Protein translocase subunit SecA	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shell	21.57	nudL	606-642	putative Nudix hydrolase NudL	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57		459-615	hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Shell	21.57	pcpF,yqjG,yqjG_1,yqjG_2	651-963	Glutathionyl-hydroquinone reductase PcpF,Glutathionyl-hydroquinone reductase YqjG	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57		537-1398	ISNCY family transposase IS1202,hypothetical protein	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Shell	21.57		819-1110	hypothetical protein	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57		240-273	hypothetical protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
Shell	21.57	lrgB,yohK	678-732	Antiholin-like protein LrgB,Inner membrane protein YohK	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57		393-399	hypothetical protein	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57	norW	1209-1893	NADH dehydrogenase-like protein,Nitric oxide reductase FlRd-NAD(+) reductase	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57	xerS	1071-1071	Tyrosine recombinase XerS	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Shell	21.57	dhaK	948-990	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57	add	1002-1023	Adenosine deaminase	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Shell	21.57		927-981	hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Shell	21.57	sigV,ylaC	438-543	RNA polymerase sigma factor SigV,RNA polymerase sigma factor YlaC,hypothetical protein	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
